episode,step,pos,vel,action
0,105,-0.7085312703071774,-0.023272180743802762,1
0,106,-0.7304865231233081,-0.0219552528161306,2
0,107,-0.749987838860576,-0.019501315737267835,0
0,108,-0.7689187915090068,-0.018930952648430848,0
0,109,-0.7871714965588785,-0.018252705049871705,1
0,110,-0.8036470551968272,-0.016475558637948737,1
0,111,-0.8182607643680968,-0.014613709171269614,1
0,112,-0.8309412925082285,-0.012680528140131694,2
0,113,-0.84062974986098,-0.009688457352751575,1
0,114,-0.8482830803298257,-0.007653330468845604,2
0,115,-0.8528684856918306,-0.004585405362004966,1
0,116,-0.8553668363909923,-0.002498350699161671,2
0,117,-0.854767875701287,0.0005989606897053201,0
0,118,-0.8530740518797438,0.001693823821543173,1
0,119,-0.8492923250297928,0.0037817268499510197,0
0,120,-0.8444384289571468,0.004853896072645986,0
0,121,-0.8385329487800711,0.005905480177075678,2
0,122,-0.8296015154899594,0.008931433290111656,1
0,123,-0.8186840987448095,0.010917416745149866,1
0,124,-0.8058314893383259,0.01285260940648356,2
0,125,-0.7901061370752739,0.015725352263052026,2
0,126,-0.7715882272072082,0.01851790986806572,2
0,127,-0.7503772845893326,0.021210942617875556,1
0,128,-0.727593707258357,0.02278357733097561,1
0,129,-0.7033738970175718,0.0242198102407852,1
0,130,-0.6778701936923767,0.02550370332519509,0
0,131,-0.6522503202042422,0.025619873488134423,2
0,132,-0.6246893374195805,0.027560982784661726,1
0,133,-0.5963817441849734,0.02830759323460714,1
0,134,-0.5675326058811252,0.028849138303848186,2
0,135,-0.5373549170248384,0.030177688856286817,2
0,136,-0.5060740863901695,0.03128083063466893,2
0,137,-0.47392463038441385,0.03214945600575566,2
0,138,-0.44114635306330635,0.032778277321107496,0
0,139,-0.4099801820473285,0.031166171015977844,0
0,140,-0.38064974543417357,0.029330436613154955,2
0,141,-0.35135886524690385,0.029290880187269733,1
0,142,-0.3233030620331081,0.02805580321379573,2
0,143,-0.29566069491910846,0.027642367113999648,2
0,144,-0.26859771353861933,0.027062981380489126,1
0,145,-0.24326608040066328,0.025331633137956045,0
0,146,-0.22079771959769018,0.02246836080297309,1
0,147,-0.20030066550643766,0.02049705409125252,1
0,148,-0.18186567634940393,0.01843498915703373,1
0,149,-0.16556773126171373,0.0162979450876902,1
0,150,-0.15146768208135974,0.014100049180353989,0
0,151,-0.14061394091798685,0.010853741163372895,0
0,152,-0.1330410406784037,0.007572900239583149,1
0,153,-0.12777164571935506,0.00526939495904862,2
0,154,-0.12382082565362523,0.0039508200657298355,2
0,155,-0.12119949932416492,0.0026213263294603117,2
0,156,-0.11991473076659043,0.0012847685575744935,0
0,157,-0.12196992947780845,-0.0020551987112180183,1
0,158,-0.12635962475471632,-0.004389695276907878,0
0,159,-0.13407183479648743,-0.007712210041771113,2
0,160,-0.1430845347786773,-0.009012699982189875,2
0,161,-0.1533704263783922,-0.010285891599714917,2
0,162,-0.16489632570264787,-0.011525899324255644,0
0,163,-0.17962251605937807,-0.014726190356730211,1
0,164,-0.19649443232985042,-0.01687191627047234,2
0,165,-0.21444441870427203,-0.017949986374421606,2
0,166,-0.23339465682953864,-0.018950238125266604,0
0,167,-0.2552567040980537,-0.02186204726851502,1
0,168,-0.2789208733973597,-0.023664169299306016,1
0,169,-0.30425971773796406,-0.025338844340604367,1
0,170,-0.33112743515423726,-0.02686771741627322,1
0,171,-0.3593598001511063,-0.02823236499686904,2
0,172,-0.38777471860197943,-0.02841491845087315,1
0,173,-0.4171803613835795,-0.029405642781600093,0
0,174,-0.44837065297363493,-0.03119029159005543,1
0,175,-0.4801203781326987,-0.03174972515906375,2
0,176,-0.5111952674180807,-0.031074889285382032,0
0,177,-0.5433631615485701,-0.03216789413048935,2
0,178,-0.5743829096257008,-0.03101974807713073,0
0,179,-0.6060232484428539,-0.03164033881715308,1
0,180,-0.6370516841993923,-0.03102843575653841,0
0,181,-0.6682455568031782,-0.031193872603785935,2
0,182,-0.6973883064211627,-0.02914274961798444,2
0,183,-0.7242858876318298,-0.026897581210667106,1
0,184,-0.7497676124258075,-0.025481724793977752,0
0,185,-0.7746802596535829,-0.024912647227775437,2
0,186,-0.7968828841369282,-0.02220262448334531,2
0,187,-0.8162578959323776,-0.01937501179544947,0
0,188,-0.8347092862866928,-0.01845139035431519,1
0,189,-0.8511516586618758,-0.016442372375182996,2
0,190,-0.8645140926342039,-0.013362433972328015,1
0,191,-0.8757426717442663,-0.011228579110062477,2
0,192,-0.8837947371434135,-0.008052065399147147,2
0,193,-0.8886412156896444,-0.004846478546230892,0
0,194,-0.8922652278352944,-0.0036240121456500253,2
0,195,-0.8926544585048752,-0.0003892306695808486,1
0,196,-0.8908076007027341,0.0018468578021411642,0
0,197,-0.8877308830410421,0.0030767176616920866,2
0,198,-0.8814348338000115,0.006296049241030532,1
0,199,-0.8729415859027991,0.008493247897212385,1
1,0,0.08734085947035508,0.0,0
1,1,0.08392618937972969,-0.003414670090625394,2
1,2,0.07909034212745174,-0.004835847252277958,0
1,3,0.07082453727186307,-0.008265804855588673,0
1,4,0.05911495173073886,-0.011709585541124211,1
1,5,0.044944577255298886,-0.014170374475439972,2
1,6,0.029296893540856444,-0.015647683714442442,0
1,7,0.010158859576846098,-0.019138033964010346,0
1,8,-0.012478013449713197,-0.022636873026559295,1
1,9,-0.03761313504659003,-0.02513512159687683,2
1,10,-0.06423235760986551,-0.02661922256327548,2
1,11,-0.09230530841787647,-0.028072950808010966,2
1,12,-0.12178301714561855,-0.02947770872774208,2
1,13,-0.1525957236498549,-0.03081270650423635,0
1,14,-0.18665101186454572,-0.03405528821469082,1
1,15,-0.22282450022154524,-0.036173488356999524,2
1,16,-0.2599599102959914,-0.03713541007444616,2
1,17,-0.297872815659592,-0.03791290536360057,1
1,18,-0.3373522113214456,-0.03947939566185359,1
1,19,-0.37815690191992835,-0.04080469059848271,0
1,20,-0.4210181230102926,-0.04286122109036429,1
1,21,-0.46463661272850204,-0.043618489718209405,0
1,22,-0.5096950162019099,-0.04505840347340789,2
1,23,-0.5538576676356862,-0.04416265143377633,0
1,24,-0.5987936889326918,-0.044936021297005614,0
1,25,-0.644170519417032,-0.04537683048434019,1
1,26,-0.6886626524164694,-0.04449213299943748,1
1,27,-0.7319667847375279,-0.043304132321058404,0
1,28,-0.7748079629781522,-0.04284117824062441,0
1,29,-0.8169384199284446,-0.04213045695029235,2
1,30,-0.8561419995238936,-0.03920357959544897,0
1,31,-0.8942451092985431,-0.03810310977464951,1
1,32,-0.930106821071892,-0.03586171177334894,2
1,33,-0.9626211935414842,-0.032514372469592184,1
1,34,-0.9927156082620768,-0.030094414720592596,0
1,35,-1.0213433418822584,-0.02862773362018155,2
1,36,-1.0464785916847845,-0.02513524980252615,2
1,37,-1.0681138473024647,-0.021635255617680167,1
1,38,-1.0872540230841612,-0.019140175781696418,1
1,39,-1.1039122280146492,-0.016658204930487912,2
1,40,-1.1171065319719466,-0.01319430395729739,1
1,41,-1.12785561642965,-0.010749084457703461,0
1,42,-1.1371775338603916,-0.009321917430741568,0
1,43,-1.1450899840101665,-0.00791245014977502,2
1,44,-1.14960946949174,-0.004519485481573574,1
1,45,-1.1517460220052014,-0.0021365525134614005,0
1,46,-1.152504536568622,-0.0007585145634205364,1
1,47,-1.150886774511126,0.0016177620574958896,0
1,48,-1.147888994140583,0.002997780370543053,0
1,49,-1.143504410199663,0.0043845839409199835,1
1,50,-1.1367234463072229,0.0067809638924400395,1
1,51,-1.1275321091712107,0.009191337136012155,1
1,52,-1.1159130247608982,0.011619084410312626,2
1,53,-1.100846872931621,0.015066151829277254,1
1,54,-1.083313031573089,0.017533841358531966,2
1,55,-1.0622938495548278,0.02101918201826133,2
1,56,-1.0377772309533941,0.024516618601433518,2
1,57,-1.009761610637892,0.028015620315502213,1
1,58,-0.9792617400661019,0.030499870571789996,2
1,59,-0.9453136118552072,0.03394812821089467,2
1,60,-0.9079813561106912,0.03733225574451601,1
1,61,-0.8683639872935074,0.03961736881718376,1
1,62,-0.8265978621097081,0.041766125183799276,2
1,63,-0.7818595171379689,0.044738344971739195,1
1,64,-0.7353722709776233,0.04648724616034556,1
1,65,-0.6874014360717599,0.047970834905863444,2
1,66,-0.6372509318420335,0.05015050422972635,1
1,67,-0.5862644559752579,0.05098647586677562,2
1,68,-0.533810751100074,0.05245370487518389,1
1,69,-0.48128046838875416,0.05253028271131985,1
1,70,-0.4290667210839181,0.0522137473048361,2
1,71,-0.3765524986957748,0.05251422238814331,2
1,72,-0.3241057001766618,0.05244679851911298,2
1,73,-0.2720673683380837,0.05203833183857807,2
1,74,-0.22074151923829846,0.051325849099785235,0
1,75,-0.17238723604876222,0.04835428318953623,2
1,76,-0.1252060177919796,0.047181218256782634,0
1,77,-0.08135050220577528,0.04385551558620432,2
1,78,-0.038920903998621297,0.04242959820715398,2
1,79,0.0020257167691822772,0.040946620767803574,1
1,80,0.0404723837015386,0.03844666693235632,0
1,81,0.07543745566217824,0.03496507196063965,0
1,82,0.10696627644711401,0.03152882078493577,0
1,83,0.13512271649948687,0.02815644005237286,2
1,84,0.16198176335917172,0.02685904685968486,1
1,85,0.18663022558941414,0.02464846223024241,1
1,86,0.20916040487730128,0.022530179287887142,0
1,87,0.22866681198327804,0.019506407105976755,0
1,88,0.24523875481219196,0.01657194282891391,2
1,89,0.26095732202755656,0.0157185672153646,1
1,90,0.27490366220722706,0.0139463401796705,1
1,91,0.2871530793083539,0.012249417101126835,0
1,92,0.2967741691562169,0.009621089847863034,1
1,93,0.30482235554807274,0.008048186391855838,0
1,94,0.31034500976028906,0.005522654212216312,1
1,95,0.31437515406725774,0.004030144306968676,2
1,96,0.3179371454838567,0.00356199141659897,0
1,97,0.31905269042445306,0.0011155449405963209,2
1,98,0.31972862098765736,0.0006759305632043084,1
1,99,0.31896908472554925,-0.0007595362621080942,1
1,100,0.31676942148730175,-0.002199663238247499,1
1,101,0.3131161774622113,-0.0036532440250904305,2
1,102,0.3089871484426553,-0.004129029019556009,0
1,103,0.3023574519613175,-0.00662969648133776,0
1,104,0.29318761922515774,-0.009169832736159811,2
1,105,0.2834240664742597,-0.009763552750898017,1
1,106,0.2720110671649993,-0.011412999309260452,0
1,107,0.25788527750491375,-0.014125789660085552,1
1,108,0.2419710855349103,-0.01591419197000344,2
1,109,0.2251871598221839,-0.016783925712726407,0
1,110,0.2054523442067667,-0.019734815615417206,1
1,111,0.18367755423248333,-0.021774789974283365,2
1,112,0.16077280348822756,-0.022904750744255763,0
1,113,0.13465324787833277,-0.026119555609894804,0
1,114,0.10523491281763886,-0.029418335060693912,1
1,115,0.07344013324883991,-0.03179477956879895,0
1,116,0.03820578498372841,-0.0352343482651115,0
1,117,-0.0005121598284837658,-0.03871794481221218,0
1,118,-0.04273010168973501,-0.042217941861251246,0
1,119,-0.08842753072137988,-0.045697429031644865,0
1,120,-0.13753750587512495,-0.04910997515374507,0
1,121,-0.18993767182966828,-0.05240016595454333,0
1,122,-0.24544284244240824,-0.05550517061273996,0
1,123,-0.3038003610692555,-0.05835751862684726,2
1,124,-0.3626894771636446,-0.05888911609438909,2
1,125,-0.4217390859672372,-0.059049608803592585,0
1,126,-0.48254080844065533,-0.06080172247341812,0
1,127,-0.5446496876036263,-0.06210887916297101,2
1,128,-0.6056007898514819,-0.060951102247855576,2
1,129,-0.6649430615955695,-0.05934227174408757,0
1,130,-0.7242567346266168,-0.05931367303104724,2
1,131,-0.7811547314491195,-0.05689799682250279,2
1,132,-0.835307608147721,-0.05415287669860145,0
1,133,-0.8884487993755505,-0.05314119122782959,1
1,134,-0.9393681854268081,-0.05091938605125757,1
1,135,-0.9879172404606907,-0.048549055033882585,2
1,136,-1.0330057256537117,-0.045088485193021104,0
1,137,-1.0765964763434979,-0.04359075068978605,0
1,138,-1.1186969440710275,-0.042100467727529685,2
1,139,-1.1573547034648342,-0.038657759393806765,1
1,140,-1.1936477391933806,-0.03629303572854637,2
1,141,-1.2,0.0,2
1,142,-1.1967581039591646,0.0032418960408353683,2
1,143,-1.1902636585360942,0.006494445423070333,0
1,144,-1.1824959639787938,0.007767694557300442,2
1,145,-1.1714313962009901,0.011064567777803617,1
1,146,-1.1580384608535683,0.013392935347421897,1
1,147,-1.1422824708529504,0.015755990000617913,1
1,148,-1.1241275058669982,0.018154964985952156,0
1,149,-1.1045388258309088,0.01958868003608942,1
1,150,-1.0824870449111899,0.02205178091971893,2
1,151,-1.0569492610798275,0.025537783831362362,1
1,152,-1.0289125470004286,0.02803671407939883,2
1,153,-0.997379593318453,0.03153295368197545,0
1,154,-0.9643745082800184,0.03300508503843467,0
1,155,-0.929946198167044,0.03442831011297434,2
1,156,-0.8921709635414558,0.03777523462558827,2
1,157,-0.8511612644277898,0.041009699113665886,1
1,158,-0.8080715869416344,0.04308967748615548,2
1,159,-0.7620980791555283,0.045973507786106094,1
1,160,-0.7144845881084326,0.04761349104709564,2
1,161,-0.6645164284615463,0.049968159646886307,1
1,162,-0.6135225873127519,0.050993841148794475,1
1,163,-0.5618624683000406,0.051660119012711246,2
1,164,-0.5089160014274036,0.05294646687263705,1
1,165,-0.45607961975410044,0.05283638167330312,0
1,166,-0.40474617599780577,0.051333443756294665,2
1,167,-0.353285358760177,0.05146081723762874,0
1,168,-0.30404703559615465,0.04923832316402235,2
1,169,-0.2553388472625205,0.04870818833363414,0
1,170,-0.2094323539089778,0.04590649335354268,0
1,171,-0.16654843458879715,0.04288391932018066,2
1,172,-0.12485889666140541,0.04168953792739173,1
1,173,-0.0854960151974344,0.03936288146397102,2
1,174,-0.04755135091301391,0.03794466428442049,1
1,175,-0.012081292014406206,0.0354700588986077,2
1,176,0.021890408727648317,0.03397170074205452,2
1,177,0.054367498419972314,0.032477089692324,1
1,178,0.08437776748998412,0.030010269070011805,2
1,179,0.11296770537160436,0.02858993788162025,1
1,180,0.13919984351589287,0.026232138144288514,0
1,181,0.1621468188472815,0.02294697533138861,0
1,182,0.18188378798205257,0.019736969134771083,2
1,183,0.20048378354045698,0.018599995558404425,0
1,184,0.21602249096950701,0.015538707429050024,0
1,185,0.22856806877257083,0.012545577803063812,2
1,186,0.24017871326869145,0.011610644496120611,2
1,187,0.2509107275179722,0.010732014249280759,1
1,188,0.25981818232050063,0.00890745480252841,0
1,189,0.2659473945276935,0.006129212207192846,1
1,190,0.2703309742126282,0.004383579684934709,0
1,191,0.27199260656743407,0.001661632354805888,0
1,192,0.2709413477191104,-0.0010512588483236984,1
1,193,0.2681714632008295,-0.0027698845182808625,1
1,194,0.2636679256922004,-0.004503537508629134,1
1,195,0.2574065583714345,-0.006261367320765902,0
1,196,0.24835428178002503,-0.009052276591409477,1
1,197,0.23746439195471367,-0.010889889825311356,1
1,198,0.2246825027470201,-0.012781889207693575,2
1,199,0.21094735902322068,-0.013735143723799421,1
2,0,-0.11502592307104109,0.0,1
2,1,-0.11737854594221918,-0.0023526228711780828,2
2,2,-0.12107776447755,-0.003699218535330828,0
2,3,-0.12811386533208555,-0.007036100854535543,0
2,4,-0.13846757994015352,-0.010353714608067981,0
2,5,-0.1521086792123295,-0.013641099272175994,1
2,6,-0.1679939722221082,-0.01588529300977869,0
2,7,-0.18706843167457804,-0.019074459452469817,1
2,8,-0.20825942677621895,-0.021190995101640905,2
2,9,-0.2304781539457246,-0.022218727169505653,0
2,10,-0.255622711449044,-0.0251445575033194,1
2,11,-0.2825674873204892,-0.02694477587144518,0
2,12,-0.31216653193632266,-0.02959904461583348,0
2,13,-0.3442471045164942,-0.03208057258017153,0
2,14,-0.37860884406716394,-0.03436173955066972,1
2,15,-0.41402404113982383,-0.03541519707265986,1
2,16,-0.45024632773092943,-0.03622228659110558,1
2,17,-0.48701432828252766,-0.036768000551598255,2
2,18,-0.5230561616596875,-0.0360418333771598,1
2,19,-0.5591020646395896,-0.03604590297990207,0
2,20,-0.5958821961184431,-0.03678013147885348,1
2,21,-0.6321244407874388,-0.03624224466899574,0
2,22,-0.6685670466490783,-0.03644260586163948,1
2,23,-0.703956342317325,-0.0353892956682467,1
2,24,-0.738057998585798,-0.03410165626847303,2
2,25,-0.76965990174536,-0.03160190315956202,2
2,26,-0.7985794417003006,-0.028919539954940607,2
2,27,-0.8246627105963473,-0.026083268896046754,2
2,28,-0.8477827120575313,-0.023120001461183995,0
2,29,-0.8698368996119599,-0.02205418755442853,0
2,30,-0.8907367054068913,-0.02089980579493148,0
2,31,-0.910406891805385,-0.019670186398493685,1
2,32,-0.9277846469903781,-0.017377755184993113,1
2,33,-0.9428211126056686,-0.01503646561529052,1
2,34,-0.9554791425116445,-0.012658029905975858,2
2,35,-0.9647312148304358,-0.00925207231879137,1
2,36,-0.9715594055516941,-0.0068281907212582645,2
2,37,-0.9749516832781358,-0.00339227772644167,1
2,38,-0.975902450489015,-0.0009507672108792645,2
2,39,-0.9734101836871156,0.002492266801899352,2
2,40,-0.9674789186527196,0.0059312650343959624,2
2,41,-0.9581188079329869,0.009360110719732776,2
2,42,-0.9453474362157989,0.012771371717188,0
2,43,-0.9311918606403722,0.014155575575426725,0
2,44,-0.9156861580465191,0.015505702593853112,0
2,45,-0.8988725161632191,0.016813641883299986,0
2,46,-0.8808023208266135,0.01807019533660563,2
2,47,-0.8595371938115993,0.021265127015014127,0
2,48,-0.8371578971858646,0.02237929662573466,1
2,49,-0.8127587070182873,0.024399190167577318,1
2,50,-0.7864527633109903,0.02630594370729696,0
2,51,-0.7593734686467682,0.027079294664222084,0
2,52,-0.7316696686741948,0.027703799972573415,2
2,53,-0.7015047221927374,0.030164946481457358,0
2,54,-0.6710679316651648,0.030436790527572675,2
2,55,-0.6385608501639191,0.032507081501245746,2
2,56,-0.6042085446552407,0.034352305508678405,1
2,57,-0.5692575413884645,0.03495100326677611,0
2,58,-0.5349651672152139,0.03429237417325059,0
2,59,-0.5015875616242688,0.03337760559094513,1
2,60,-0.4683749201910093,0.03321264143325945,1
2,61,-0.43557456560562424,0.03280035458538502,0
2,62,-0.40442674641474197,0.031147819190882282,1
2,63,-0.3741537983817597,0.030272948032982236,2
2,64,-0.34396451441345793,0.030189283968301797,0
2,65,-0.3160582169208844,0.027906297492573492,1
2,66,-0.28960983664570106,0.026448380275183356,0
2,67,-0.2657757582323677,0.023834078413333338,1
2,68,-0.24368823360501649,0.022087524627351213,1
2,69,-0.22346186888635233,0.020226364718664167,2
2,70,-0.20419445954589016,0.01926740934046216,0
2,71,-0.18797246358250927,0.01622199596338088,1
2,72,-0.17386338699782716,0.014109076584682093,0
2,73,-0.16292188032166569,0.01094150667616149,2
2,74,-0.15318765641450433,0.009734223907161348,2
2,75,-0.144694048584656,0.008493607829848322,2
2,76,-0.13746858188873776,0.007225466695918254,2
2,77,-0.13153351323559387,0.0059350686531438905,2
2,78,-0.1269063200982259,0.0046271931373679815,0
2,79,-0.1256001212570937,0.0013061988411321927,0
2,80,-0.1276185391420752,-0.002018417884981502,2
2,81,-0.130955961136159,-0.0033374219940838262,0
2,82,-0.13760292043457134,-0.006646959298412318,0
2,83,-0.14753987375345376,-0.009936953318882419,1
2,84,-0.15973590897240783,-0.012196035218954081,2
2,85,-0.17315034544028723,-0.0134144364678794,0
2,86,-0.18973501145328922,-0.016584666013001986,2
2,87,-0.20742550171135601,-0.01769049025806679,2
2,88,-0.226147376017741,-0.018721874306384983,0
2,89,-0.2478156287086171,-0.021668252690876095,2
2,90,-0.2703242313565119,-0.02250860264789481,0
2,91,-0.2955548179970188,-0.025230586640506925,1
2,92,-0.3223654058349244,-0.0268105878379056,1
2,93,-0.3505952247558334,-0.02822981892090897,0
2,94,-0.3810650969769836,-0.030469872221150215,2
2,95,-0.4115716917699718,-0.030506594792988208,0
2,96,-0.4439027618693147,-0.032331070099342885,0
2,97,-0.4778258737373535,-0.03392311186803882,0
2,98,-0.5130912044943724,-0.035265330757018896,2
2,99,-0.5474353289838461,-0.034344124489473604,2
2,100,-0.5806008316481638,-0.033165502664317704,2
2,101,-0.6123408994943241,-0.03174006784616036,1
2,102,-0.643423235757939,-0.03108233626361488,0
2,103,-0.6746261187142714,-0.0312028829563323,2
2,104,-0.7037346549999365,-0.029108536285665107,1
2,105,-0.7315569773262167,-0.027822322326280277,0
2,106,-0.7589188390301833,-0.02736186170396654,2
2,107,-0.78365878867737,-0.024739949647186708,1
2,108,-0.806640219824225,-0.022981431146854876,1
2,109,-0.8277448954923255,-0.02110467566810056,2
2,110,-0.845872076350269,-0.01812718085794344,2
2,111,-0.8609415476143006,-0.01506947126403173,2
2,112,-0.8728912466694465,-0.011949699055145886,2
2,113,-0.8816750328880353,-0.00878378621858874,1
2,114,-0.8882607616296377,-0.00658572874160248,1
2,115,-0.8926253320873255,-0.004364570457687799,0
2,116,-0.8957539117712203,-0.0031285796838948308,2
2,117,-0.8956361042968733,0.00011780747434694512,2
2,118,-0.8922722975630483,0.0033638067338250762,1
2,119,-0.8866736855865759,0.0055986119764723525,1
2,120,-0.8788594033676335,0.00781428221894247,1
2,121,-0.8688572024325197,0.010002200935113701,2
2,122,-0.8557043567503543,0.013152845682165504,2
2,123,-0.8394528230445557,0.016251533705798595,2
2,124,-0.8201713017675222,0.019281521277033517,0
2,125,-0.7999475455978512,0.020223756169671,2
2,126,-0.776880570894781,0.023066974703070123,2
2,127,-0.7510915727742075,0.02578899812057359,0
2,128,-0.7247257791023137,0.026365793671893758,1
2,129,-0.6969414111574397,0.027784367944873992,1
2,130,-0.6679147823235653,0.029026628833874395,0
2,131,-0.6388392818985831,0.02907550042498218,1
2,132,-0.6089165924913903,0.029922689407192782,1
2,133,-0.57836098330153,0.03055560918986039,1
2,134,-0.5473965026086777,0.030964480692852247,1
2,135,-0.5162536905454724,0.03114281206320526,1
2,136,-0.4851659621622414,0.031087728383231067,1
2,137,-0.4543658416598223,0.030800120502419114,1
2,138,-0.4240812429246938,0.030284598735128496,0
2,139,-0.39553198704372955,0.028549255880964245,1
2,140,-0.36791977595503483,0.027612211088694712,2
2,141,-0.3404331713249015,0.027486604630133388,2
2,142,-0.31325221215318627,0.027180959171715178,0
2,143,-0.2885462143258767,0.02470599782730956,1
2,144,-0.26546060128680576,0.02308561303907094,0
2,145,-0.24512323244352086,0.02033736884328491,2
2,146,-0.22563982057131432,0.019483411872206525,0
2,147,-0.2091051738171141,0.016534646754200213,1
2,148,-0.19459454241637453,0.014510631400739583,0
2,149,-0.18316986888873135,0.011424673527643186,2
2,150,-0.17287714721576822,0.010292721672963131,0
